171.5527039,70.17324829,0
171.6464996,70.66486359,0
171.7399139,71.16273499,0
171.8366241,71.67131805,0
171.9402161,72.21075439,0
172.0393066,72.72634888,0
172.1344757,73.22245026,0
172.2335205,73.73880005,0
172.3292389,74.23931122,0
172.4291077,74.76199341,0
172.5385132,75.334198,0
172.6385651,75.85714722,0
172.7388153,76.38136292,0
172.8332367,76.87670136,0
172.9295044,77.38341522,0
173.0291138,77.90612793,0
173.1266632,78.41596985,0
173.236908,78.99312592,0
173.3309326,79.4872818,0
173.4292297,80.00543213,0
173.5233765,80.50195313,0
173.6304321,81.06490326,0
173.727478,81.57319641,0
173.8248596,82.08441162,0
173.9226532,82.59765625,0
174.0176239,83.09584808,0
174.1168518,83.61794281,0
174.2184601,84.14805603,0
174.3128662,84.64015198,0
174.4079742,85.13564301,0
174.5032654,85.63192749,0
174.6038208,86.15595245,0
174.7081146,86.70031738,0
174.8044281,87.2021637,0
174.8898926,87.71225739,0
175.0018921,88.23085022,0
175.0997314,88.74319458,0
175.1968231,89.25256348,0
175.2950592,89.76611328,0
175.3931885,90.27825165,0
175.4880829,90.77407074,0
175.5935059,91.3265686,0
175.6988831,91.87785339,0
175.7954559,92.38397217,0
175.8990173,92.92671967,0
175.9944153,93.42642975,0
176.0964813,93.95991516,0
176.1777649,94.4601593,0
176.297226,95.00732422,0
176.3935089,95.50837708,0
176.4898682,96.0091095,0
176.598999,96.57539368,0
176.7019348,97.11227417,0
176.7973938,97.60953522,0
176.8937531,98.10845947,0
177.0024719,98.66976929,0
177.1047211,99.19848633,0
177.2037354,99.7096405,0
177.3109436,100.2850189,0
177.4048767,100.7851563,0
177.5041809,101.3148499,0
177.6015472,101.8345566,0
177.6955872,102.336731,0
177.8037109,102.9138336,0
177.9084473,103.4725342,0
178.0162659,104.0483246,0
178.1217804,104.6114197,0
178.2232819,105.1530838,0
178.3252869,105.6971664,0
178.4223785,106.2123566,0
178.5184479,106.7256165,0
178.6171265,107.2522583,0
178.7175598,107.7870483,0
178.8135223,108.2976608,0
178.9141693,108.8327942,0
179.018692,109.3883286,0
179.1271057,109.964653,0
179.2241669,110.4784241,0
179.3267975,111.0223541,0
179.426178,111.5534668,0
179.5319519,112.1164627,0
179.6243591,112.6245499,0
179.7249298,113.1555634,0
179.8342133,113.7326279,0
179.9362488,114.2783279,0
180.034317,114.8093262,0
180.1280212,115.3350067,0
180.2161102,115.8464508,0
180.3278809,116.381073,0
180.4272614,116.9147491,0
180.5188446,117.4096985,0
180.6141052,117.9320526,0
180.711853,118.4491959,0
180.8153687,118.9877472,0
180.9095154,119.4949341,0
181.0207825,120.0858688,0
181.1143799,120.585907,0
181.2084961,121.0864258,0
181.3117065,121.6342011,0
181.4075317,122.1476593,0
181.5094452,122.6778183,0
181.6135559,123.2150574,0
181.7026367,123.786499,0
181.8171387,124.2987289,0
181.9223022,124.848793,0
182.0277252,125.374176,0
182.1257324,125.8903046,0
182.2281799,126.4274368,0
182.3312988,126.9703445,0
182.441925,127.5196152,0
182.5420685,128.0362701,0
182.6377258,128.5284729,0
182.7410736,129.0654755,0
182.8410339,129.5799408,0
182.9472351,130.1230774,0
183.0432892,130.6356812,0
183.1424713,131.1505432,0
183.2424469,131.6798248,0
183.3404083,132.2013855,0
183.4400177,132.7405701,0
183.5359039,133.2540741,0
183.6327515,133.7670288,0
183.7328491,134.3025818,0
183.8397522,134.8796997,0
183.936554,135.404129,0
184.0343018,135.9359741,0
184.1287384,136.4473114,0
184.2222595,136.9535522,0
184.3178864,137.4708405,0
184.4152069,137.9906464,0
184.5070496,138.4877167,0
184.5863037,139.0070953,0
184.7038879,139.5420532,0
184.8028259,140.054657,0
184.9077148,140.59935,0
185.0065613,141.1234283,0
185.1268463,141.7604065,0
185.2236481,142.2728119,0
185.3223572,142.7811279,0
185.4216309,143.292038,0
185.5235443,143.8265686,0
185.6243439,144.3547668,0
185.7186432,144.8521271,0
185.8200989,145.3766174,0
185.9204559,145.8972168,0
186.024292,146.4421997,0
186.1231232,146.9589081,0
186.2192383,147.45961,0
186.3288269,148.0297089,0
186.4274902,148.5470886,0
186.5328217,149.1033173,0
186.6285095,149.6114044,0
186.7275238,150.1327515,0
186.8278809,150.6525574,0
186.9316559,151.1894684,0
187.0350952,151.7305908,0
187.1465607,152.32164,0
187.2483063,152.8554688,0
187.3486023,153.3794556,0
187.4392395,153.877655,0
187.5401917,154.4351196,0
187.6307983,154.9779663,0
187.7410126,155.5179138,0
187.8371124,156.0444794,0
187.9306946,156.5674896,0
188.02565,157.077774,0
188.1210022,157.5783081,0
188.2238159,158.1117859,0
188.3210144,158.6216125,0
188.4182434,159.1284637,0
188.5135193,159.642807,0
188.6044159,160.1351929,0
188.7026367,160.6672974,0
188.7986755,161.1833191,0
188.894516,161.6920319,0
189.0027466,162.2730713,0
189.1062775,162.8279114,0
189.2048645,163.3748322,0
189.3017426,163.9060364,0
189.3969269,164.4174194,0
189.4928436,164.9587555,0
189.5828094,165.4798126,0
189.6621246,165.9837036,0
189.7393646,166.5159607,0
189.8276978,167.0651855,0
189.9018555,167.6129913,0
189.9692841,168.1156616,0
